"Index", "Count", "Origin Account", "Destination Account", "Date", "Original Amount", "Origin Currency", "Converted Amount", "Destination Currency"
"7161", "7442", "00327-327-OL-99673", "01517-518-IR-98483", "1/24/11", "1393.48", "CAD", "1393.48", "USD"
"7162", "7443", "00327-327-OL-99673", "01517-518-IR-98483", "1/30/11", "10000.00", "CAD", "10000.00", "USD"
"7163", "7444", "00327-327-OL-99673", "01517-518-IR-98483", "2/12/11", "5000.00", "CAD", "5000.00", "USD"
"7164", "7445", "00327-327-OL-99673", "01517-518-IR-98483", "2/25/11", "2135.38", "CAD", "2135.38", "USD"
"7165", "7446", "00327-327-OL-99673", "01517-518-IR-98483", "3/25/11", "2135.38", "CAD", "2135.38", "USD"
"7166", "7447", "00327-327-OL-99673", "01517-518-IR-98483", "4/24/11", "2135.38", "CAD", "2135.38", "USD"
"7167", "7448", "00327-327-OL-99673", "01517-518-IR-98483", "5/17/11", "20000.00", "CAD", "20000.00", "USD"
"7168", "7449", "00327-327-OL-99673", "01517-518-IR-98483", "5/24/11", "2082.40", "CAD", "2082.40", "USD"
"7169", "7450", "00327-327-OL-99673", "01517-518-IR-98483", "6/25/11", "2135.38", "CAD", "2135.38", "USD"
"7170", "7451", "00327-327-OL-99673", "01517-518-IR-98483", "7/23/11", "2095.90", "CAD", "2095.90", "USD"
"7171", "7452", "00327-327-OL-99673", "01517-518-IR-98483", "8/2/11", "3000.00", "CAD", "3000.00", "USD"
"7172", "7453", "00327-327-OL-99673", "01517-518-IR-98483", "8/22/11", "3000.00", "CAD", "3000.00", "USD"
"7173", "7454", "00327-327-OL-99673", "01517-518-IR-98483", "8/22/11", "2095.90", "CAD", "2095.90", "USD"
"7174", "7455", "00327-327-OL-99673", "01517-518-IR-98483", "8/29/11", "3000.00", "CAD", "3000.00", "USD"
"7175", "7456", "00327-327-OL-99673", "01517-518-IR-98483", "9/24/11", "2093.26", "CAD", "2093.26", "USD"
"7176", "7457", "00327-327-OL-99673", "01517-518-IR-98483", "10/16/11", "3000.00", "CAD", "3000.00", "USD"
"7177", "7458", "00327-327-OL-99673", "01517-518-IR-98483", "10/25/11", "2135.38", "CAD", "2135.38", "USD"
"7178", "7459", "00327-327-OL-99673", "01517-518-IR-98483", "10/28/11", "3000.00", "CAD", "3000.00", "USD"
"7179", "7460", "00327-327-OL-99673", "01517-518-IR-98483", "11/15/11", "10000.00", "CAD", "10000.00", "USD"
"7180", "7461", "00327-327-OL-99673", "01517-518-IR-98483", "12/13/11", "10000.00", "CAD", "10000.00", "USD"
"7181", "7462", "00327-327-OL-99673", "01517-518-IR-98483", "12/24/11", "2135.38", "CAD", "2135.38", "USD"
"7182", "7463", "00327-327-OL-99673", "01517-518-IR-98483", "12/31/11", "3000.00", "CAD", "3000.00", "USD"
"7183", "7464", "00327-327-OL-99673", "01517-518-IR-98483", "1/13/12", "3000.00", "CAD", "3000.00", "USD"
"7184", "7465", "00327-327-OL-99673", "01517-518-IR-98483", "1/23/12", "11000.00", "CAD", "11000.00", "USD"
"7185", "7466", "00327-327-OL-99673", "01517-518-IR-98483", "1/23/12", "2106.96", "CAD", "2106.96", "USD"
"7186", "7467", "00327-327-OL-99673", "01517-518-IR-98483", "2/7/12", "3000.00", "CAD", "3000.00", "USD"
"7187", "7468", "00327-327-OL-99673", "01517-518-IR-98483", "2/12/12", "12000.00", "CAD", "12000.00", "USD"
"7188", "7469", "00327-327-OL-99673", "01517-518-IR-98483", "2/19/12", "3000.00", "CAD", "3000.00", "USD"
"7189", "7470", "00327-327-OL-99673", "01517-518-IR-98483", "2/25/12", "12000.00", "CAD", "12000.00", "USD"
"7190", "7471", "00327-327-OL-99673", "01517-518-IR-98483", "2/25/12", "1968.25", "CAD", "1968.25", "USD"
"7191", "7472", "00327-327-OL-99673", "01517-518-IR-98483", "3/25/12", "3542.32", "CAD", "3542.32", "USD"
"7192", "7473", "00327-327-OL-99673", "01517-518-IR-98483", "3/25/12", "3000.00", "CAD", "3000.00", "USD"
"7193", "7474", "00327-327-OL-99673", "01517-518-IR-98483", "3/31/12", "3000.00", "CAD", "3000.00", "USD"
"7194", "7475", "00327-327-OL-99673", "01517-518-IR-98483", "4/24/12", "2081.18", "CAD", "2081.18", "USD"
"7195", "7476", "00327-327-OL-99673", "01517-518-IR-98483", "5/25/12", "2094.68", "CAD", "2094.68", "USD"
"7196", "7477", "00327-327-OL-99673", "01517-518-IR-98483", "6/25/12", "2054.20", "CAD", "2054.20", "USD"
"7197", "7478", "00327-327-OL-99673", "01517-518-IR-98483", "7/10/12", "3000.00", "CAD", "3000.00", "USD"
"7198", "7479", "00327-327-OL-99673", "01517-518-IR-98483", "7/24/12", "2120.67", "CAD", "2120.67", "USD"
"7199", "7480", "00327-327-OL-99673", "01517-518-IR-98483", "8/25/12", "2133.16", "CAD", "2133.16", "USD"
"7200", "7481", "00327-327-OL-99673", "01518-519-JQ-98482", "5/19/12", "1353.00", "CAD", "1353.00", "USD"
"7201", "7482", "00327-327-OL-99673", "01519-520-KP-98481", "7/4/11", "534882.74", "CAD", "534882.74", "USD"
"7202", "7483", "00327-327-OL-99673", "01519-520-KP-98481", "3/2/12", "184738.99", "CAD", "184738.99", "USD"
"7203", "7484", "00327-327-OL-99673", "01519-520-KP-98481", "3/23/12", "928.01", "CAD", "928.01", "USD"
"7204", "7485", "00327-327-OL-99673", "01519-520-KP-98481", "8/26/12", "6413.27", "CAD", "6413.27", "USD"
"7205", "7486", "00327-327-OL-99673", "01519-520-KP-98481", "9/15/12", "29520.00", "CAD", "29520.00", "USD"
"7206", "7487", "00327-327-OL-99673", "01519-520-KP-98481", "9/22/12", "49200.00", "CAD", "49200.00", "USD"
"7207", "7488", "00327-327-OL-99673", "01520-521-LO-98480", "6/25/11", "5292.29", "CAD", "5292.29", "USD"
"7208", "7489", "00327-327-OL-99673", "01520-521-LO-98480", "7/23/11", "5292.29", "CAD", "5292.29", "USD"
"7209", "7490", "00327-327-OL-99673", "01520-521-LO-98480", "8/22/11", "5292.29", "CAD", "5292.29", "USD"
"7210", "7491", "00327-327-OL-99673", "01520-521-LO-98480", "9/24/11", "5292.29", "CAD", "5292.29", "USD"
"7211", "7492", "00327-327-OL-99673", "01520-521-LO-98480", "10/25/11", "5292.29", "CAD", "5292.29", "USD"
"7212", "7493", "00327-327-OL-99673", "01520-521-LO-98480", "12/24/11", "8190.88", "CAD", "8190.88", "USD"
"7213", "7494", "00327-327-OL-99673", "01520-521-LO-98480", "1/23/12", "5292.29", "CAD", "5292.29", "USD"
"7214", "7495", "00327-327-OL-99673", "01520-521-LO-98480", "2/25/12", "5292.29", "CAD", "5292.29", "USD"
"7215", "7496", "00327-327-OL-99673", "01520-521-LO-98480", "3/25/12", "8912.40", "CAD", "8912.40", "USD"
"7216", "7497", "00327-327-OL-99673", "01520-521-LO-98480", "4/24/12", "5292.29", "CAD", "5292.29", "USD"
"7217", "7498", "00327-327-OL-99673", "01520-521-LO-98480", "5/25/12", "5292.29", "CAD", "5292.29", "USD"
"7218", "7499", "00327-327-OL-99673", "01520-521-LO-98480", "6/25/12", "5292.29", "CAD", "5292.29", "USD"
"7219", "7500", "00327-327-OL-99673", "01520-521-LO-98480", "7/24/12", "5153.24", "CAD", "5153.24", "USD"
"7220", "7501", "00327-327-OL-99673", "01520-521-LO-98480", "8/25/12", "5292.29", "CAD", "5292.29", "USD"
"7221", "7502", "00327-327-OL-99673", "00976-976-NM-99024", "2/12/11", "21714.42", "CAD", "21714.42", "USD"
"7222", "7503", "00327-327-OL-99673", "00976-976-NM-99024", "12/31/11", "1992.60", "CAD", "1992.60", "USD"
"7223", "7504", "00327-327-OL-99673", "00976-976-NM-99024", "1/21/12", "22430.28", "CAD", "22430.28", "USD"
"7224", "7505", "00327-327-OL-99673", "00929-929-SH-99071", "8/2/11", "6150.00", "CAD", "6150.00", "USD"
"7225", "7506", "00327-327-OL-99673", "01521-522-MN-98479", "1/8/11", "24034.00", "CAD", "24034.00", "USD"
"7226", "7507", "00327-327-OL-99673", "01521-522-MN-98479", "2/12/11", "24034.00", "CAD", "24034.00", "USD"
"7227", "7508", "00327-327-OL-99673", "01521-522-MN-98479", "3/7/11", "24231.00", "CAD", "24231.00", "USD"
"7228", "7509", "00327-327-OL-99673", "01521-522-MN-98479", "4/9/11", "24524.97", "CAD", "24524.97", "USD"
"7229", "7510", "00327-327-OL-99673", "01521-522-MN-98479", "5/9/11", "24231.00", "CAD", "24231.00", "USD"
"7230", "7511", "00327-327-OL-99673", "01521-522-MN-98479", "6/11/11", "24609.84", "CAD", "24609.84", "USD"
"7231", "7512", "00327-327-OL-99673", "01522-523-NM-98478", "3/11/12", "369.00", "CAD", "369.00", "USD"
"7232", "7513", "00327-327-OL-99673", "01522-523-NM-98478", "3/18/12", "369.00", "CAD", "369.00", "USD"
"7233", "7514", "00327-327-OL-99673", "01523-524-OL-98477", "12/3/10", "1099.83", "CAD", "1099.83", "USD"
"7234", "7515", "00327-327-OL-99673", "01523-524-OL-98477", "3/24/12", "2161.42", "CAD", "2161.42", "USD"
"7235", "7516", "00327-327-OL-99673", "01523-524-OL-98477", "4/13/12", "1476.00", "CAD", "1476.00", "USD"
"7236", "7517", "00327-327-OL-99673", "01523-524-OL-98477", "4/13/12", "1096.85", "CAD", "1096.85", "USD"
"7237", "7518", "00327-327-OL-99673", "01523-524-OL-98477", "7/24/12", "2282.26", "CAD", "2282.26", "USD"
"7238", "7519", "00327-327-OL-99673", "01524-525-PK-98476", "4/13/12", "2789.64", "CAD", "2789.64", "USD"
"7239", "7520", "00327-327-OL-99673", "00808-808-BY-99192", "12/9/11", "32550.00", "CAD", "32550.00", "USD"
"7240", "7521", "00327-327-OL-99673", "00808-808-BY-99192", "2/4/12", "897.80", "CAD", "897.80", "USD"
"7241", "7522", "00327-327-OL-99673", "01525-526-QJ-98475", "9/24/10", "4540.20", "CAD", "4540.20", "USD"
"7242", "7523", "00327-327-OL-99673", "01525-526-QJ-98475", "10/4/10", "8530.06", "CAD", "8530.06", "USD"
"7243", "7524", "00327-327-OL-99673", "01525-526-QJ-98475", "10/8/10", "40918.80", "CAD", "40918.80", "USD"
"7244", "7525", "00327-327-OL-99673", "01525-526-QJ-98475", "10/15/10", "3542.85", "CAD", "3542.85", "USD"
"7245", "7526", "00327-327-OL-99673", "01525-526-QJ-98475", "11/27/10", "4985.46", "CAD", "4985.46", "USD"
"7246", "7527", "00327-327-OL-99673", "01525-526-QJ-98475", "11/30/10", "4651.85", "CAD", "4651.85", "USD"
"7247", "7528", "00327-327-OL-99673", "01525-526-QJ-98475", "12/11/10", "1616.50", "CAD", "1616.50", "USD"
"7248", "7529", "00327-327-OL-99673", "01525-526-QJ-98475", "12/27/10", "4871.98", "CAD", "4871.98", "USD"
"7249", "7530", "00327-327-OL-99673", "01525-526-QJ-98475", "12/31/10", "11363.60", "CAD", "11363.60", "USD"
"7250", "7531", "00327-327-OL-99673", "01525-526-QJ-98475", "1/2/11", "7201.05", "CAD", "7201.05", "USD"
"7251", "7532", "00327-327-OL-99673", "01525-526-QJ-98475", "1/7/11", "12111.54", "CAD", "12111.54", "USD"
"7252", "7533", "00327-327-OL-99673", "01525-526-QJ-98475", "1/15/11", "5491.44", "CAD", "5491.44", "USD"
"7253", "7534", "00327-327-OL-99673", "01525-526-QJ-98475", "1/22/11", "2259.38", "CAD", "2259.38", "USD"
"7254", "7535", "00327-327-OL-99673", "01525-526-QJ-98475", "2/27/11", "836.40", "CAD", "836.40", "USD"
"7255", "7536", "00327-327-OL-99673", "01525-526-QJ-98475", "3/26/11", "5029.00", "CAD", "5029.00", "USD"
"7256", "7537", "00327-327-OL-99673", "01525-526-QJ-98475", "4/23/11", "4354528.93", "CAD", "4354528.93", "USD"
"7257", "7538", "00327-327-OL-99673", "01525-526-QJ-98475", "5/1/11", "6466.18", "CAD", "6466.18", "USD"
"7258", "7539", "00327-327-OL-99673", "01525-526-QJ-98475", "5/14/11", "7916.54", "CAD", "7916.54", "USD"
"7259", "7540", "00327-327-OL-99673", "01525-526-QJ-98475", "6/24/11", "6138.49", "CAD", "6138.49", "USD"
"7260", "7541", "00327-327-OL-99673", "01525-526-QJ-98475", "7/9/11", "15261.66", "CAD", "15261.66", "USD"
"7261", "7542", "00327-327-OL-99673", "01525-526-QJ-98475", "7/15/11", "14852.30", "CAD", "14852.30", "USD"
"7262", "7543", "00327-327-OL-99673", "01525-526-QJ-98475", "8/5/11", "852.97", "CAD", "852.97", "USD"
"7263", "7544", "00327-327-OL-99673", "01525-526-QJ-98475", "9/30/11", "145500.00", "CAD", "145500.00", "USD"
"7264", "7545", "00327-327-OL-99673", "01525-526-QJ-98475", "10/11/11", "376000.00", "CAD", "376000.00", "USD"
"7265", "7546", "00327-327-OL-99673", "01525-526-QJ-98475", "10/24/11", "200000.00", "CAD", "200000.00", "USD"
"7266", "7547", "00327-327-OL-99673", "01525-526-QJ-98475", "10/28/11", "3441.61", "CAD", "3441.61", "USD"
"7267", "7548", "00327-327-OL-99673", "01525-526-QJ-98475", "11/14/11", "150000.00", "CAD", "150000.00", "USD"
"7268", "7549", "00327-327-OL-99673", "01525-526-QJ-98475", "11/18/11", "150000.00", "CAD", "150000.00", "USD"
"7269", "7550", "00327-327-OL-99673", "01525-526-QJ-98475", "12/9/11", "7322.34", "CAD", "7322.34", "USD"
"7270", "7551", "00327-327-OL-99673", "01525-526-QJ-98475", "12/31/11", "21121.56", "CAD", "21121.56", "USD"
"7271", "7552", "00327-327-OL-99673", "01525-526-QJ-98475", "1/7/12", "46102.48", "CAD", "46102.48", "USD"
"7272", "7553", "00327-327-OL-99673", "01525-526-QJ-98475", "1/28/12", "1666.65", "CAD", "1666.65", "USD"
"7273", "7554", "00327-327-OL-99673", "01525-526-QJ-98475", "2/3/12", "1896249.41", "CAD", "1896249.41", "USD"
"7274", "7555", "00327-327-OL-99673", "01525-526-QJ-98475", "2/24/12", "4037.86", "CAD", "4037.86", "USD"
"7275", "7556", "00327-327-OL-99673", "01525-526-QJ-98475", "3/2/12", "161069.04", "CAD", "161069.04", "USD"
"7276", "7557", "00327-327-OL-99673", "01525-526-QJ-98475", "4/13/12", "161069.04", "CAD", "161069.04", "USD"
"7277", "7558", "00327-327-OL-99673", "01525-526-QJ-98475", "4/15/12", "295270.77", "CAD", "295270.77", "USD"
"7278", "7559", "00327-327-OL-99673", "01525-526-QJ-98475", "4/17/12", "1000000.00", "CAD", "1000000.00", "USD"
"7279", "7560", "00327-327-OL-99673", "01525-526-QJ-98475", "4/27/12", "55904.04", "CAD", "55904.04", "USD"
"7280", "7561", "00327-327-OL-99673", "01525-526-QJ-98475", "7/7/12", "161069.04", "CAD", "161069.04", "USD"
"7281", "7562", "00327-327-OL-99673", "01525-526-QJ-98475", "7/30/12", "161069.04", "CAD", "161069.04", "USD"
"7282", "7563", "00327-327-OL-99673", "01525-526-QJ-98475", "9/4/12", "100000.00", "CAD", "100000.00", "USD"
"7283", "7564", "00327-327-OL-99673", "01525-526-QJ-98475", "9/8/12", "61069.04", "CAD", "61069.04", "USD"
"7284", "7565", "00327-327-OL-99673", "01525-526-QJ-98475", "9/22/12", "161069.04", "CAD", "161069.04", "USD"
"7285", "7566", "00327-327-OL-99673", "01526-527-RI-98474", "4/22/11", "681.12", "CAD", "681.12", "USD"
"7286", "7567", "00327-327-OL-99673", "01526-527-RI-98474", "5/14/11", "321.42", "CAD", "321.42", "USD"
"7287", "7568", "00327-327-OL-99673", "01526-527-RI-98474", "6/18/11", "662.67", "CAD", "662.67", "USD"
"7288", "7569", "00327-327-OL-99673", "01527-528-SH-98473", "2/14/11", "827.00", "CAD", "827.00", "USD"
"7289", "7570", "00327-327-OL-99673", "01528-529-TG-98472", "7/10/11", "164390.30", "CAD", "164390.30", "USD"
"7290", "7571", "00327-327-OL-99673", "01528-529-TG-98472", "8/12/11", "7970.40", "CAD", "7970.40", "USD"
"7291", "7572", "00327-327-OL-99673", "01528-529-TG-98472", "10/15/11", "248015.93", "CAD", "248015.93", "USD"
"7292", "7573", "00327-327-OL-99673", "01528-529-TG-98472", "11/1/11", "4322.54", "CAD", "4322.54", "USD"
"7293", "7574", "00327-327-OL-99673", "01528-529-TG-98472", "12/2/11", "2180.36", "CAD", "2180.36", "USD"
"7294", "7575", "00327-327-OL-99673", "01529-530-UF-98471", "9/25/10", "5595.74", "CAD", "5595.74", "USD"
"7295", "7576", "00327-327-OL-99673", "01529-530-UF-98471", "10/25/10", "5595.74", "CAD", "5595.74", "USD"
"7296", "7577", "00327-327-OL-99673", "01529-530-UF-98471", "11/1/10", "3484.19", "CAD", "3484.19", "USD"
"7297", "7578", "00327-327-OL-99673", "01529-530-UF-98471", "11/20/10", "6401.39", "CAD", "6401.39", "USD"
"7298", "7579", "00327-327-OL-99673", "01529-530-UF-98471", "11/23/10", "6215.96", "CAD", "6215.96", "USD"
"7299", "7580", "00327-327-OL-99673", "01529-530-UF-98471", "12/25/10", "4906.45", "CAD", "4906.45", "USD"
"7300", "7581", "00327-327-OL-99673", "01529-530-UF-98471", "1/24/11", "6327.12", "CAD", "6327.12", "USD"
"7301", "7582", "00327-327-OL-99673", "01529-530-UF-98471", "2/25/11", "8456.08", "CAD", "8456.08", "USD"
"7302", "7583", "00327-327-OL-99673", "01529-530-UF-98471", "3/25/11", "4180.43", "CAD", "4180.43", "USD"
"7303", "7584", "00327-327-OL-99673", "01530-531-VE-98470", "9/4/10", "12700.80", "CAD", "12700.80", "USD"
"7304", "7585", "00327-327-OL-99673", "01530-531-VE-98470", "9/7/10", "12700.80", "CAD", "12700.80", "USD"
"7305", "7586", "00327-327-OL-99673", "01530-531-VE-98470", "9/24/10", "7600.00", "CAD", "7600.00", "USD"
"7306", "7587", "00327-327-OL-99673", "01530-531-VE-98470", "10/4/10", "1220.00", "CAD", "1220.00", "USD"
"7307", "7588", "00327-327-OL-99673", "01530-531-VE-98470", "10/15/10", "12700.80", "CAD", "12700.80", "USD"
"7308", "7589", "00327-327-OL-99673", "01530-531-VE-98470", "11/6/10", "5100.80", "CAD", "5100.80", "USD"
"7309", "7590", "00327-327-OL-99673", "01530-531-VE-98470", "11/13/10", "1972.72", "CAD", "1972.72", "USD"
"7310", "7591", "00327-327-OL-99673", "01530-531-VE-98470", "12/11/10", "6320.80", "CAD", "6320.80", "USD"
"7311", "7592", "00327-327-OL-99673", "01530-531-VE-98470", "12/19/10", "1037.13", "CAD", "1037.13", "USD"
"7312", "7593", "00327-327-OL-99673", "01530-531-VE-98470", "1/15/11", "12700.80", "CAD", "12700.80", "USD"
"7313", "7594", "00327-327-OL-99673", "01530-531-VE-98470", "2/5/11", "1220.00", "CAD", "1220.00", "USD"
"7314", "7595", "00327-327-OL-99673", "01530-531-VE-98470", "2/14/11", "15861.40", "CAD", "15861.40", "USD"
"7315", "7596", "00327-327-OL-99673", "01530-531-VE-98470", "3/13/11", "14097.20", "CAD", "14097.20", "USD"
"7316", "7597", "00327-327-OL-99673", "01530-531-VE-98470", "3/26/11", "1061.10", "CAD", "1061.10", "USD"
"7317", "7598", "00327-327-OL-99673", "01530-531-VE-98470", "4/9/11", "14097.20", "CAD", "14097.20", "USD"
"7318", "7599", "00327-327-OL-99673", "01530-531-VE-98470", "4/15/11", "901.47", "CAD", "901.47", "USD"
"7319", "7600", "00327-327-OL-99673", "01530-531-VE-98470", "5/14/11", "14097.20", "CAD", "14097.20", "USD"
"7320", "7601", "00327-327-OL-99673", "01530-531-VE-98470", "5/22/11", "1013.37", "CAD", "1013.37", "USD"
"7321", "7602", "00327-327-OL-99673", "01530-531-VE-98470", "6/11/11", "14097.20", "CAD", "14097.20", "USD"
"7322", "7603", "00327-327-OL-99673", "01530-531-VE-98470", "6/18/11", "834.53", "CAD", "834.53", "USD"
"7323", "7604", "00327-327-OL-99673", "01530-531-VE-98470", "7/9/11", "14097.20", "CAD", "14097.20", "USD"
"7324", "7605", "00327-327-OL-99673", "01530-531-VE-98470", "7/15/11", "776.56", "CAD", "776.56", "USD"
"7325", "7606", "00327-327-OL-99673", "01530-531-VE-98470", "8/12/11", "2231.76", "CAD", "2231.76", "USD"
"7326", "7607", "00327-327-OL-99673", "01530-531-VE-98470", "8/20/11", "12967.20", "CAD", "12967.20", "USD"
"7327", "7608", "00327-327-OL-99673", "01530-531-VE-98470", "9/10/11", "14097.20", "CAD", "14097.20", "USD"
"7328", "7609", "00327-327-OL-99673", "01530-531-VE-98470", "9/30/11", "904.89", "CAD", "904.89", "USD"
"7329", "7610", "00327-327-OL-99673", "01530-531-VE-98470", "10/11/11", "15048.63", "CAD", "15048.63", "USD"
"7330", "7611", "00327-327-OL-99673", "01530-531-VE-98470", "11/11/11", "14097.20", "CAD", "14097.20", "USD"
"7331", "7612", "00327-327-OL-99673", "01530-531-VE-98470", "11/18/11", "967.52", "CAD", "967.52", "USD"
"7332", "7613", "00327-327-OL-99673", "01530-531-VE-98470", "12/9/11", "14097.20", "CAD", "14097.20", "USD"
"7333", "7614", "00327-327-OL-99673", "01530-531-VE-98470", "12/16/11", "1071.58", "CAD", "1071.58", "USD"
"7334", "7615", "00327-327-OL-99673", "01530-531-VE-98470", "1/15/12", "5000.00", "CAD", "5000.00", "USD"
"7335", "7616", "00327-327-OL-99673", "00977-977-OL-99023", "9/7/10", "3640.44", "CAD", "3640.44", "USD"
"7336", "7617", "00327-327-OL-99673", "00977-977-OL-99023", "11/19/10", "24676.78", "CAD", "24676.78", "USD"
"7337", "7618", "00327-327-OL-99673", "00977-977-OL-99023", "12/4/10", "9240.34", "CAD", "9240.34", "USD"
"7338", "7619", "00327-327-OL-99673", "00977-977-OL-99023", "12/31/10", "17233.88", "CAD", "17233.88", "USD"
"7339", "7620", "00327-327-OL-99673", "00977-977-OL-99023", "2/5/11", "9518.42", "CAD", "9518.42", "USD"
"7340", "7621", "00327-327-OL-99673", "00977-977-OL-99023", "2/14/11", "3696.42", "CAD", "3696.42", "USD"
"7341", "7622", "00327-327-OL-99673", "00977-977-OL-99023", "2/18/11", "4593.31", "CAD", "4593.31", "USD"
"7342", "7623", "00327-327-OL-99673", "00977-977-OL-99023", "2/25/11", "17433.37", "CAD", "17433.37", "USD"
"7343", "7624", "00327-327-OL-99673", "00977-977-OL-99023", "3/7/11", "4582.00", "CAD", "4582.00", "USD"
"7344", "7625", "00327-327-OL-99673", "00977-977-OL-99023", "3/13/11", "42072.86", "CAD", "42072.86", "USD"
"7345", "7626", "00327-327-OL-99673", "00977-977-OL-99023", "3/18/11", "3561.16", "CAD", "3561.16", "USD"
"7346", "7627", "00327-327-OL-99673", "00977-977-OL-99023", "3/26/11", "2235.45", "CAD", "2235.45", "USD"
"7347", "7628", "00327-327-OL-99673", "00977-977-OL-99023", "4/2/11", "54828.61", "CAD", "54828.61", "USD"
"7348", "7629", "00327-327-OL-99673", "00977-977-OL-99023", "4/22/11", "11922.43", "CAD", "11922.43", "USD"
"7349", "7630", "00327-327-OL-99673", "00977-977-OL-99023", "5/14/11", "29710.91", "CAD", "29710.91", "USD"
"7350", "7631", "00327-327-OL-99673", "00977-977-OL-99023", "5/30/11", "1028.32", "CAD", "1028.32", "USD"
"7351", "7632", "00327-327-OL-99673", "00977-977-OL-99023", "6/18/11", "789.65", "CAD", "789.65", "USD"
"7352", "7633", "00327-327-OL-99673", "00977-977-OL-99023", "6/24/11", "26595.00", "CAD", "26595.00", "USD"
"7353", "7634", "00327-327-OL-99673", "00977-977-OL-99023", "6/27/11", "124229.30", "CAD", "124229.30", "USD"
"7354", "7635", "00327-327-OL-99673", "00977-977-OL-99023", "7/23/11", "4263.80", "CAD", "4263.80", "USD"
"7355", "7636", "00327-327-OL-99673", "00977-977-OL-99023", "8/5/11", "9443.19", "CAD", "9443.19", "USD"
"7356", "7637", "00327-327-OL-99673", "00977-977-OL-99023", "9/17/11", "4882.63", "CAD", "4882.63", "USD"
"7357", "7638", "00327-327-OL-99673", "00977-977-OL-99023", "10/28/11", "38570.73", "CAD", "38570.73", "USD"
"7358", "7639", "00327-327-OL-99673", "00977-977-OL-99023", "11/11/11", "1338.35", "CAD", "1338.35", "USD"
"7359", "7640", "00327-327-OL-99673", "00977-977-OL-99023", "11/18/11", "1697.40", "CAD", "1697.40", "USD"
"7360", "7641", "00327-327-OL-99673", "00977-977-OL-99023", "12/9/11", "489.54", "CAD", "489.54", "USD"
"7361", "7642", "00327-327-OL-99673", "00977-977-OL-99023", "12/16/11", "389.90", "CAD", "389.90", "USD"
"7362", "7643", "00327-327-OL-99673", "00977-977-OL-99023", "12/24/11", "18369.52", "CAD", "18369.52", "USD"
"7363", "7644", "00327-327-OL-99673", "00977-977-OL-99023", "12/31/11", "2504.78", "CAD", "2504.78", "USD"
"7364", "7645", "00327-327-OL-99673", "00977-977-OL-99023", "1/28/12", "58956.16", "CAD", "58956.16", "USD"
"7365", "7646", "00327-327-OL-99673", "00977-977-OL-99023", "2/10/12", "5053.82", "CAD", "5053.82", "USD"
"7366", "7647", "00327-327-OL-99673", "00977-977-OL-99023", "2/17/12", "7090.64", "CAD", "7090.64", "USD"
"7367", "7648", "00327-327-OL-99673", "00977-977-OL-99023", "2/24/12", "4001.65", "CAD", "4001.65", "USD"
"7368", "7649", "00327-327-OL-99673", "00977-977-OL-99023", "3/2/12", "3569.72", "CAD", "3569.72", "USD"
"7369", "7650", "00327-327-OL-99673", "00977-977-OL-99023", "3/9/12", "1233.94", "CAD", "1233.94", "USD"
"7370", "7651", "00327-327-OL-99673", "00977-977-OL-99023", "3/26/12", "8234.96", "CAD", "8234.96", "USD"
"7371", "7652", "00327-327-OL-99673", "00977-977-OL-99023", "3/30/12", "3410.22", "CAD", "3410.22", "USD"
"7372", "7653", "00327-327-OL-99673", "00977-977-OL-99023", "4/6/12", "30800.05", "CAD", "30800.05", "USD"
"7373", "7654", "00327-327-OL-99673", "00977-977-OL-99023", "4/13/12", "15503.34", "CAD", "15503.34", "USD"
"7374", "7655", "00327-327-OL-99673", "00977-977-OL-99023", "5/6/12", "2226.61", "CAD", "2226.61", "USD"
"7375", "7656", "00327-327-OL-99673", "00977-977-OL-99023", "5/25/12", "45317.57", "CAD", "45317.57", "USD"
"7376", "7657", "00327-327-OL-99673", "00977-977-OL-99023", "7/30/12", "2649.17", "CAD", "2649.17", "USD"
"7377", "7658", "00327-327-OL-99673", "00977-977-OL-99023", "8/26/12", "6214.28", "CAD", "6214.28", "USD"
"7378", "7659", "00327-327-OL-99673", "00977-977-OL-99023", "9/8/12", "7161.80", "CAD", "7161.80", "USD"
"7379", "7660", "00327-327-OL-99673", "00836-836-DW-99164", "6/8/12", "3000.00", "CAD", "3000.00", "USD"
"7380", "7661", "00327-327-OL-99673", "00836-836-DW-99164", "6/8/12", "2000.00", "CAD", "2000.00", "USD"
"7381", "7662", "00327-327-OL-99673", "01531-532-WD-98469", "3/12/11", "630000.00", "CAD", "630000.00", "USD"
"7382", "7663", "00327-327-OL-99673", "01531-532-WD-98469", "1/14/12", "200000.00", "CAD", "200000.00", "USD"
"7383", "7664", "00327-327-OL-99673", "01531-532-WD-98469", "4/13/12", "1000000.00", "CAD", "1000000.00", "USD"
"7384", "7665", "00327-327-OL-99673", "01531-532-WD-98469", "6/1/12", "2460000.00", "CAD", "2460000.00", "USD"
"7385", "7666", "00327-327-OL-99673", "01532-533-XC-98468", "3/2/12", "179.58", "CAD", "179.58", "USD"
"7386", "7667", "00327-327-OL-99673", "01533-534-YB-98467", "1/13/12", "14760.00", "CAD", "14760.00", "USD"
"7387", "7668", "00327-327-OL-99673", "01533-534-YB-98467", "2/10/12", "14760.00", "CAD", "14760.00", "USD"
"7388", "7669", "00327-327-OL-99673", "01533-534-YB-98467", "3/17/12", "17698.97", "CAD", "17698.97", "USD"
